CompleteName	FileID	FileName	DataCategory	DataType	ProjectID	CaseID	SampleID	SampleType	paired	MTHFD2_expression
56363a78-29df-4383-a72d-1c10b440a47e/b580063a-0bcc-4816-b8ec-310890b995a5.FPKM.txt.gz	56363a78-29df-4383-a72d-1c10b440a47e	b580063a-0bcc-4816-b8ec-310890b995a5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6984	TCGA-55-6984-11A	Solid Tissue Normal	paired	3.1750954202586805
46c09d52-1979-4f88-8f61-6da07188ee73/53424807-1674-4d2c-9d76-dd907f6a8ad3.FPKM.txt.gz	46c09d52-1979-4f88-8f61-6da07188ee73	53424807-1674-4d2c-9d76-dd907f6a8ad3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TK	TCGA-MP-A4TK-01A	Primary Tumor	unpaired	5.401242732761831
0aaf1076-c99d-408e-9220-dc307355b84e/a55e6cad-f959-47f9-a525-d429099c7e99.FPKM.txt.gz	0aaf1076-c99d-408e-9220-dc307355b84e	a55e6cad-f959-47f9-a525-d429099c7e99.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-8662	TCGA-78-8662-01A	Primary Tumor	unpaired	6.228163040735203
7b8ed209-cc29-4199-9e0c-cdf7abdae2fb/fc435124-0749-4c74-ba94-d59a30953ed2.FPKM.txt.gz	7b8ed209-cc29-4199-9e0c-cdf7abdae2fb	fc435124-0749-4c74-ba94-d59a30953ed2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4501	TCGA-49-4501-01A	Primary Tumor	unpaired	5.230046272021856
f2713c04-c26d-4f16-b512-4b731330df06/1b3deeeb-5fde-4154-a57f-bb575ccfb2be.FPKM.txt.gz	f2713c04-c26d-4f16-b512-4b731330df06	1b3deeeb-5fde-4154-a57f-bb575ccfb2be.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-7760	TCGA-69-7760-01A	Primary Tumor	unpaired	5.002977067300549
511940e1-9ea6-4b75-8c5e-4e4695ce6090/795e7910-92bb-4ca0-90fc-6f970bfaa2dd.FPKM.txt.gz	511940e1-9ea6-4b75-8c5e-4e4695ce6090	795e7910-92bb-4ca0-90fc-6f970bfaa2dd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-67-4679	TCGA-67-4679-01B	Primary Tumor	unpaired	4.426153001733511
a73b31fd-3f1e-4f6b-9d37-0bde627fb9e5/29326e2f-eab7-445d-93e7-9290731745e7.FPKM.txt.gz	a73b31fd-3f1e-4f6b-9d37-0bde627fb9e5	29326e2f-eab7-445d-93e7-9290731745e7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8505	TCGA-55-8505-01A	Primary Tumor	unpaired	6.538537928956651
13d52449-aa61-4459-9730-fb2a3bc6e343/755f981f-f957-48ec-9779-cf9887e19ab0.FPKM.txt.gz	13d52449-aa61-4459-9730-fb2a3bc6e343	755f981f-f957-48ec-9779-cf9887e19ab0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4389	TCGA-05-4389-01A	Primary Tumor	unpaired	6.657030712054836
165fb82f-8681-4851-8417-06f87c52a8dd/0627e7ce-b8f8-4a64-bc6e-12edd3d736f3.FPKM.txt.gz	165fb82f-8681-4851-8417-06f87c52a8dd	0627e7ce-b8f8-4a64-bc6e-12edd3d736f3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-62-8394	TCGA-62-8394-01A	Primary Tumor	unpaired	5.325581578406435
dc233037-a3b1-4be1-9567-45e553e580b1/8cd200d8-da0a-4176-8665-d527343c7264.FPKM.txt.gz	dc233037-a3b1-4be1-9567-45e553e580b1	8cd200d8-da0a-4176-8665-d527343c7264.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-7714	TCGA-86-7714-01A	Primary Tumor	unpaired	3.827329157881218
ee826713-bda3-47d5-91d5-119c4a04faf1/b30ff193-2e02-443a-9a87-7ab4027bccaf.FPKM.txt.gz	ee826713-bda3-47d5-91d5-119c4a04faf1	b30ff193-2e02-443a-9a87-7ab4027bccaf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7148	TCGA-78-7148-01A	Primary Tumor	unpaired	5.8623893758737085
4452e076-a408-4f72-9bc7-f603d929632b/74a288d5-7bb7-414b-b422-f9a4548a8433.FPKM.txt.gz	4452e076-a408-4f72-9bc7-f603d929632b	74a288d5-7bb7-414b-b422-f9a4548a8433.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2657	TCGA-44-2657-01A	Primary Tumor	paired	4.76719628377225
116cebc0-53b8-442e-841d-a8406f28eb7a/3ce57f19-ef4b-4bb9-8530-eb0752975f4b.FPKM.txt.gz	116cebc0-53b8-442e-841d-a8406f28eb7a	3ce57f19-ef4b-4bb9-8530-eb0752975f4b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5066	TCGA-50-5066-01A	Primary Tumor	unpaired	7.060788881385282
6647d6bb-014d-4383-81ea-ee8612904f23/be006f64-936c-416c-9e49-c7a861e55522.FPKM.txt.gz	6647d6bb-014d-4383-81ea-ee8612904f23	be006f64-936c-416c-9e49-c7a861e55522.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-67-3770	TCGA-67-3770-01A	Primary Tumor	unpaired	5.914694266440252
4c94cd97-8fe1-4fef-8ea1-b68e8ec42817/5c678d4a-febe-4ae5-ac68-8372f5f928dd.FPKM.txt.gz	4c94cd97-8fe1-4fef-8ea1-b68e8ec42817	5c678d4a-febe-4ae5-ac68-8372f5f928dd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8512	TCGA-55-8512-01A	Primary Tumor	unpaired	3.7992912095256193
a5df9840-a988-4bfe-b337-bf770d60a80d/1aeb8b9e-bf79-415d-a8dd-a63c3fbe2bab.FPKM.txt.gz	a5df9840-a988-4bfe-b337-bf770d60a80d	1aeb8b9e-bf79-415d-a8dd-a63c3fbe2bab.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6982	TCGA-55-6982-11A	Solid Tissue Normal	paired	4.450437640871812
905ac122-2f56-4aa9-82f9-88a1c26a9956/8a2863d8-26a3-443e-a36f-5c149de57136.FPKM.txt.gz	905ac122-2f56-4aa9-82f9-88a1c26a9956	8a2863d8-26a3-443e-a36f-5c149de57136.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-6207	TCGA-75-6207-01A	Primary Tumor	unpaired	6.55429291347531
bae2e803-d5b4-4046-a1b3-0de6b4ee91de/78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz	bae2e803-d5b4-4046-a1b3-0de6b4ee91de	78a560b2-9ce7-43c9-9d77-dac465e13a0c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-7030	TCGA-75-7030-01A	Primary Tumor	unpaired	4.664490661831198
d0bde87a-6984-4879-9700-d7c289d64686/0bf42173-8de0-457d-ad94-81584556c3e6.FPKM.txt.gz	d0bde87a-6984-4879-9700-d7c289d64686	0bf42173-8de0-457d-ad94-81584556c3e6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-8453	TCGA-69-8453-01A	Primary Tumor	unpaired	5.2644986854522084
a9d284ee-946b-4bbc-822f-6dc16f2c768f/12fff07f-74d6-4ee0-9f4f-36a4d194d24f.FPKM.txt.gz	a9d284ee-946b-4bbc-822f-6dc16f2c768f	12fff07f-74d6-4ee0-9f4f-36a4d194d24f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4T8	TCGA-MP-A4T8-01A	Primary Tumor	unpaired	6.2541897330695395
1b7afd56-d49b-4715-9516-c89b72757afc/d6782f96-ac2e-473a-8adb-7cdaf648d5db.FPKM.txt.gz	1b7afd56-d49b-4715-9516-c89b72757afc	d6782f96-ac2e-473a-8adb-7cdaf648d5db.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8097	TCGA-55-8097-01A	Primary Tumor	unpaired	3.015692568010882
80a046a5-6ba3-470f-92df-bf1eb0b491a9/44624e0b-ad12-4670-b427-02db7dc87267.FPKM.txt.gz	80a046a5-6ba3-470f-92df-bf1eb0b491a9	44624e0b-ad12-4670-b427-02db7dc87267.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-7554	TCGA-97-7554-01A	Primary Tumor	unpaired	6.221351496375599
75da4538-a144-43f2-bf47-4d79aa40d5bb/1866d49b-28fb-430d-a699-2e5033d0d74f.FPKM.txt.gz	75da4538-a144-43f2-bf47-4d79aa40d5bb	1866d49b-28fb-430d-a699-2e5033d0d74f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5045	TCGA-50-5045-01A	Primary Tumor	unpaired	5.92026989611491
a3109a89-0537-493d-a1ca-5f07b4845f6c/f8332a4b-0365-4732-a6b8-a3998872e24c.FPKM.txt.gz	a3109a89-0537-493d-a1ca-5f07b4845f6c	f8332a4b-0365-4732-a6b8-a3998872e24c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4384	TCGA-05-4384-01A	Primary Tumor	unpaired	4.257870890584953
e386e8db-6b78-41c5-b569-fe6540fc0ef8/cfd41bd1-a69c-470a-be0a-885732277544.FPKM.txt.gz	e386e8db-6b78-41c5-b569-fe6540fc0ef8	cfd41bd1-a69c-470a-be0a-885732277544.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-6562	TCGA-86-6562-01A	Primary Tumor	unpaired	4.855621686955868
596718cf-a59b-4497-ad1e-69bca6a37ab2/3a360c80-e06f-4e38-a29d-3e4514047b76.FPKM.txt.gz	596718cf-a59b-4497-ad1e-69bca6a37ab2	3a360c80-e06f-4e38-a29d-3e4514047b76.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-8499	TCGA-91-8499-01A	Primary Tumor	unpaired	6.19980462956192
a9683b85-85c4-4a0a-915a-f9a4a5d328f0/cfccab4c-4b17-4012-a19b-5141f7a5b68f.FPKM.txt.gz	a9683b85-85c4-4a0a-915a-f9a4a5d328f0	cfccab4c-4b17-4012-a19b-5141f7a5b68f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-7763	TCGA-69-7763-01A	Primary Tumor	unpaired	4.356294895014643
ad5a8b60-1dbf-4e95-b5d6-72ad71282746/be6f5b47-f164-4947-9b35-02f94248e462.FPKM.txt.gz	ad5a8b60-1dbf-4e95-b5d6-72ad71282746	be6f5b47-f164-4947-9b35-02f94248e462.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7167	TCGA-78-7167-01A	Primary Tumor	unpaired	3.610249991706282
2ee5d8ba-850d-4bee-a79e-1e9ca7d4b418/b5b0644d-9eb9-44aa-a5a1-39e9630ad156.FPKM.txt.gz	2ee5d8ba-850d-4bee-a79e-1e9ca7d4b418	b5b0644d-9eb9-44aa-a5a1-39e9630ad156.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4426	TCGA-05-4426-01A	Primary Tumor	unpaired	5.368450136918047
7c7a1b43-37a7-4bf5-947f-6ff079f0cfd9/d1eb4b3f-854c-459e-ba77-6ba6eccc3256.FPKM.txt.gz	7c7a1b43-37a7-4bf5-947f-6ff079f0cfd9	d1eb4b3f-854c-459e-ba77-6ba6eccc3256.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4668	TCGA-73-4668-01A	Primary Tumor	unpaired	6.029491249495973
322f30df-af7c-48fe-8f42-9746874d26c0/e750282f-7315-46bb-9911-5bdac74fb1eb.FPKM.txt.gz	322f30df-af7c-48fe-8f42-9746874d26c0	e750282f-7315-46bb-9911-5bdac74fb1eb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6829	TCGA-91-6829-01A	Primary Tumor	paired	6.448488057313406
56e1f616-d233-47e6-9246-60a2ef47fb2a/b2a65871-5e5e-40b2-9ba7-0181b57ac173.FPKM.txt.gz	56e1f616-d233-47e6-9246-60a2ef47fb2a	b2a65871-5e5e-40b2-9ba7-0181b57ac173.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8585	TCGA-86-8585-01A	Primary Tumor	unpaired	5.164534391347396
e15abb4a-6d9d-43f9-a35d-49ba8730ba37/d38d30c2-78fe-4e5f-a94b-56080bf4371a.FPKM.txt.gz	e15abb4a-6d9d-43f9-a35d-49ba8730ba37	d38d30c2-78fe-4e5f-a94b-56080bf4371a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7903	TCGA-55-7903-01A	Primary Tumor	unpaired	4.767610204057104
d69b8bc7-acd8-486d-83ec-d06280276d98/cd8d48a8-d183-48ab-82f8-ffb11224239a.FPKM.txt.gz	d69b8bc7-acd8-486d-83ec-d06280276d98	cd8d48a8-d183-48ab-82f8-ffb11224239a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-62-A471	TCGA-62-A471-01A	Primary Tumor	unpaired	6.405402150482067
73313c2d-e900-4e2b-acd3-c055abd0ef87/3c54cfc7-eed0-454e-9877-40eb85a7240a.FPKM.txt.gz	73313c2d-e900-4e2b-acd3-c055abd0ef87	3c54cfc7-eed0-454e-9877-40eb85a7240a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-5644	TCGA-44-5644-01A	Primary Tumor	unpaired	6.687141313331401
9efabbed-77ae-447e-a0cf-8773eca9efac/a3582f2d-7af3-45b4-9059-c1a9cb740b4e.FPKM.txt.gz	9efabbed-77ae-447e-a0cf-8773eca9efac	a3582f2d-7af3-45b4-9059-c1a9cb740b4e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-93-8067	TCGA-93-8067-01A	Primary Tumor	unpaired	5.813451474252377
5990ca88-71a9-4ec3-b9b7-cf7a8c939ee4/890494a7-cfed-413e-97e9-2ccf0257d94a.FPKM.txt.gz	5990ca88-71a9-4ec3-b9b7-cf7a8c939ee4	890494a7-cfed-413e-97e9-2ccf0257d94a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6831	TCGA-91-6831-11A	Solid Tissue Normal	paired	4.545058019623961
a837ccc9-5725-4b0e-9d2a-3d78e7223e7b/344d2093-8816-4f3b-a38c-cfc7ae7cd6ba.FPKM.txt.gz	a837ccc9-5725-4b0e-9d2a-3d78e7223e7b	344d2093-8816-4f3b-a38c-cfc7ae7cd6ba.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6985	TCGA-55-6985-11A	Solid Tissue Normal	paired	4.392594871015617
0394f36a-f54b-41bc-9fb5-f7eb5b08d639/e9205c80-39e9-446d-8151-f493e43228c4.FPKM.txt.gz	0394f36a-f54b-41bc-9fb5-f7eb5b08d639	e9205c80-39e9-446d-8151-f493e43228c4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-A4M3	TCGA-97-A4M3-01A	Primary Tumor	unpaired	5.2543487479884625
def31c6f-460b-4cef-8d95-cf7c9c492018/430d6c41-8efd-4e14-9876-5901e770f74d.FPKM.txt.gz	def31c6f-460b-4cef-8d95-cf7c9c492018	430d6c41-8efd-4e14-9876-5901e770f74d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-7761	TCGA-69-7761-01A	Primary Tumor	unpaired	5.276310892141905
27f46dbb-9309-4792-9c44-1b9e8a84abb8/5061303f-9743-4495-a9ea-a5c579992525.FPKM.txt.gz	27f46dbb-9309-4792-9c44-1b9e8a84abb8	5061303f-9743-4495-a9ea-a5c579992525.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4398	TCGA-05-4398-01A	Primary Tumor	unpaired	6.181641554249884
a2b0f97e-8d4f-4500-a4fa-a9386f7d68ab/99580e31-0d96-415a-9519-91c493709684.FPKM.txt.gz	a2b0f97e-8d4f-4500-a4fa-a9386f7d68ab	99580e31-0d96-415a-9519-91c493709684.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7158	TCGA-78-7158-01A	Primary Tumor	unpaired	5.332416254214788
15b5104d-8624-4839-9d02-05346b2e0077/52cf2038-62b5-4c57-b5b5-3f06c48a5f26.FPKM.txt.gz	15b5104d-8624-4839-9d02-05346b2e0077	52cf2038-62b5-4c57-b5b5-3f06c48a5f26.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6983	TCGA-55-6983-11A	Solid Tissue Normal	paired	4.542094677825968
0d443140-d0b1-4302-81cd-d3ca240f2004/5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.FPKM.txt.gz	0d443140-d0b1-4302-81cd-d3ca240f2004	5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TD	TCGA-MP-A4TD-01A	Primary Tumor	unpaired	4.7487446295798135
98a3035b-0bf6-4c50-b184-5becfef43fff/96a02b1f-421c-40ee-8551-2b2f18709bcf.FPKM.txt.gz	98a3035b-0bf6-4c50-b184-5becfef43fff	96a02b1f-421c-40ee-8551-2b2f18709bcf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-6590	TCGA-50-6590-01A	Primary Tumor	unpaired	6.046352163566313
e062b692-c9b5-4a4a-9943-954de980f36c/8e1d09e8-6dbd-408d-a839-f5bbebe30a57.FPKM.txt.gz	e062b692-c9b5-4a4a-9943-954de980f36c	8e1d09e8-6dbd-408d-a839-f5bbebe30a57.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8615	TCGA-55-8615-01A	Primary Tumor	unpaired	5.049694342708676
3cdf5d19-8d56-4196-bb2a-0bf5a330986f/5f8af729-8993-4b3c-badb-aa1e3ce4e81c.FPKM.txt.gz	3cdf5d19-8d56-4196-bb2a-0bf5a330986f	5f8af729-8993-4b3c-badb-aa1e3ce4e81c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-6743	TCGA-49-6743-01A	Primary Tumor	paired	7.0931130513557
41f222be-f800-48e0-a1d8-ee9c280ff69d/06db23e3-2dc3-4da9-915e-fe3d4a091de5.FPKM.txt.gz	41f222be-f800-48e0-a1d8-ee9c280ff69d	06db23e3-2dc3-4da9-915e-fe3d4a091de5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-NJ-A4YI	TCGA-NJ-A4YI-01A	Primary Tumor	unpaired	4.748612460610172
90124109-ea29-4483-b8a1-f0b96895906c/45bf5217-97bc-4516-b9f4-8fa1356c75d5.FPKM.txt.gz	90124109-ea29-4483-b8a1-f0b96895906c	45bf5217-97bc-4516-b9f4-8fa1356c75d5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6830	TCGA-91-6830-01A	Primary Tumor	unpaired	6.245873413582738
d0df4b54-e8f4-48e6-947e-7d281ea7168a/c61fb9d1-d808-4328-8a9c-7ccb4beb139f.FPKM.txt.gz	d0df4b54-e8f4-48e6-947e-7d281ea7168a	c61fb9d1-d808-4328-8a9c-7ccb4beb139f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-93-A4JN	TCGA-93-A4JN-01A	Primary Tumor	unpaired	4.942809383545111
6e502953-e211-4408-8d1f-ace3347a8915/a925313a-a7d5-4c64-a440-7d7bdd7e89d0.FPKM.txt.gz	6e502953-e211-4408-8d1f-ace3347a8915	a925313a-a7d5-4c64-a440-7d7bdd7e89d0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8674	TCGA-86-8674-01A	Primary Tumor	unpaired	4.974449159912775
79b954b3-0cc7-47d8-ab56-c76a899c40ed/10e453a6-8c30-456c-9a8a-f1195b6122f4.FPKM.txt.gz	79b954b3-0cc7-47d8-ab56-c76a899c40ed	10e453a6-8c30-456c-9a8a-f1195b6122f4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-99-7458	TCGA-99-7458-01A	Primary Tumor	unpaired	4.2530873541063485
a51e191d-13f3-47b3-ab96-32d0520216e0/50a313a9-99f6-4ca0-84b3-0f4b59ae0a1a.FPKM.txt.gz	a51e191d-13f3-47b3-ab96-32d0520216e0	50a313a9-99f6-4ca0-84b3-0f4b59ae0a1a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-A4P7	TCGA-86-A4P7-01A	Primary Tumor	unpaired	4.833579725670318
c2c32082-dfd7-44a8-a2bb-5fc60f19a987/bf09f1fe-5f5d-4262-9159-5ec62f86294e.FPKM.txt.gz	c2c32082-dfd7-44a8-a2bb-5fc60f19a987	bf09f1fe-5f5d-4262-9159-5ec62f86294e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-80-5611	TCGA-80-5611-01A	Primary Tumor	unpaired	6.36931355202946
4ba51854-5c0b-45d1-a4e8-e0c6474b852f/a24d07c0-9b91-4538-96d2-f97544f4dbb0.FPKM.txt.gz	4ba51854-5c0b-45d1-a4e8-e0c6474b852f	a24d07c0-9b91-4538-96d2-f97544f4dbb0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-NJ-A7XG	TCGA-NJ-A7XG-01A	Primary Tumor	unpaired	4.139046620022465
9ff6bcb6-4848-417c-98d8-e5bfd531f476/25b2851d-cbfd-4b98-afc0-038e75ae83a3.FPKM.txt.gz	9ff6bcb6-4848-417c-98d8-e5bfd531f476	25b2851d-cbfd-4b98-afc0-038e75ae83a3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7540	TCGA-78-7540-01A	Primary Tumor	unpaired	4.373900869510547
f6e020c5-25ba-43a5-add7-10bf73be77f4/9bab6023-8adb-4257-8c2a-88ddedf4a229.FPKM.txt.gz	f6e020c5-25ba-43a5-add7-10bf73be77f4	9bab6023-8adb-4257-8c2a-88ddedf4a229.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6968	TCGA-55-6968-01A	Primary Tumor	paired	7.4175730368555195
07bbc2e0-c3be-41fd-b6e1-07c0f42bef31/6363e940-3a9d-49f3-adb0-e084be80d95d.FPKM.txt.gz	07bbc2e0-c3be-41fd-b6e1-07c0f42bef31	6363e940-3a9d-49f3-adb0-e084be80d95d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-67-3773	TCGA-67-3773-01A	Primary Tumor	unpaired	4.148360539277359
4ff9ace7-a5de-4b14-8ba1-e1cea7190a70/1b503435-1ff4-4e3f-b07e-96adbe94549a.FPKM.txt.gz	4ff9ace7-a5de-4b14-8ba1-e1cea7190a70	1b503435-1ff4-4e3f-b07e-96adbe94549a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5930	TCGA-50-5930-01A	Primary Tumor	paired	5.42672289957646
93517f49-c372-402c-bea4-3fdbcb4cbe7c/b375ca9f-6408-496f-83c9-469c74ccc7a2.FPKM.txt.gz	93517f49-c372-402c-bea4-3fdbcb4cbe7c	b375ca9f-6408-496f-83c9-469c74ccc7a2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-7553	TCGA-97-7553-01A	Primary Tumor	unpaired	5.233078214194296
62165ab4-561f-4674-992e-d4c9a34a551f/c584b745-3bff-4591-8460-02eb1a00d214.FPKM.txt.gz	62165ab4-561f-4674-992e-d4c9a34a551f	c584b745-3bff-4591-8460-02eb1a00d214.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5051	TCGA-50-5051-01A	Primary Tumor	unpaired	5.254585432229965
1d812893-91c9-4d8d-93dc-a0d4cd766389/7972a299-f3bb-43a5-b75f-a1cf3c998bc5.FPKM.txt.gz	1d812893-91c9-4d8d-93dc-a0d4cd766389	7972a299-f3bb-43a5-b75f-a1cf3c998bc5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-6178	TCGA-38-6178-01A	Primary Tumor	unpaired	6.402259229278643
1ad23c1c-277d-4b0a-9bd0-10b8ec97b572/7ff71ff2-38d3-46b3-b2a3-105377beb504.FPKM.txt.gz	1ad23c1c-277d-4b0a-9bd0-10b8ec97b572	7ff71ff2-38d3-46b3-b2a3-105377beb504.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-7764	TCGA-69-7764-01A	Primary Tumor	unpaired	4.458990066508009
4794f7ed-c8b2-4225-8895-9c708ff9ff7c/206537cc-dc94-4722-b6d2-1e5fd6588078.FPKM.txt.gz	4794f7ed-c8b2-4225-8895-9c708ff9ff7c	206537cc-dc94-4722-b6d2-1e5fd6588078.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6712	TCGA-55-6712-01A	Primary Tumor	unpaired	5.650490152913485
5b772d03-3bcf-4ff5-9cfd-f5df24b47783/173d8cb8-d151-4766-b61c-7ecdf8af56ca.FPKM.txt.gz	5b772d03-3bcf-4ff5-9cfd-f5df24b47783	173d8cb8-d151-4766-b61c-7ecdf8af56ca.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4430	TCGA-05-4430-01A	Primary Tumor	unpaired	5.911229616126236
e2da4ef8-9787-484a-8fb9-234ab40cfda4/65bd36a3-b961-49ef-a73c-7f347a918393.FPKM.txt.gz	e2da4ef8-9787-484a-8fb9-234ab40cfda4	65bd36a3-b961-49ef-a73c-7f347a918393.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-8174	TCGA-97-8174-01A	Primary Tumor	unpaired	4.006987956465144
88a7d790-d474-4612-b06d-827ce4091818/562cb51b-fef8-4d61-9067-9177a2249c45.FPKM.txt.gz	88a7d790-d474-4612-b06d-827ce4091818	562cb51b-fef8-4d61-9067-9177a2249c45.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5933	TCGA-50-5933-11A	Solid Tissue Normal	paired	4.992589037997448
